Name,Paper,Dataset,Model,Method,Notes,NumTrials,Err1,Err5,Top1,stdTop1,dTop1,Top5,dTop5,MParams,savedParams,keptParams,GFLOPS,savedFLOPS,keptFLOPS,OrigTop1,stdOrigTop1,OrigTop5,OrigMParams,OrigGFLOPS,old/new Nparam,old/new FLOPS,OrigErr1,OrigErr5
466,lempitsky-fast-convnets,ImageNet,CaffeNet,Groupwise,"Table1, Group-wise sparsification + Fine-tuning, accelerating just 2nd conv layer",,,,,,-1.130%,,,,90.00%,,,,,,,,,,,10.000,,
464,lempitsky-fast-convnets,ImageNet,CaffeNet,Fixed,"Table 1, Training with fixed sparsity patterns, accelerating just 2nd conv layer.",,,,,,-0.820%,,,,88.00%,,,,,,,,,,,8.330,,
467,lempitsky-fast-convnets,ImageNet,CaffeNet,Groupwise,"Table1, Group-wise sparsification + Fine-tuning, accelerating just 2nd conv layer",,,,,,-0.430%,,,,80.00%,,,,,,,,,,,5.000,,
468,lempitsky-fast-convnets,ImageNet,CaffeNet,Groupwise,"Table1, Group-wise sparsification + Fine-tuning, accelerating just 2nd conv layer",,,,,,-0.110%,,,,70.00%,,,,,,,,,,,3.330,,
469,lempitsky-fast-convnets,ImageNet,CaffeNet,Groupwise,"Table1, Group-wise sparsification + Fine-tuning, accelerating just 2nd conv layer",,,,,,0.090%,,,,60.00%,,,,,,,,,,,2.500,,
470,lempitsky-fast-convnets,ImageNet,CaffeNet,Gradual,"Table 1, Gradual group-wise sparsification, accelerating just 2nd conv layer",,,,,,-0.280%,,,,89.00%,,,,,,,,,,,9.000,,
471,lempitsky-fast-convnets,ImageNet,CaffeNet,Gradual,"Table 1, Gradual group-wise sparsification, accelerating just 2nd conv layer",,,,,,-1.070%,,,,95.00%,,,,,,,,,,,20.000,,
474,lempitsky-fast-convnets,ImageNet,CaffeNet,Groupwise,"Table1, Group-wise sparsification + Fine-tuning, accelerating 2nd and 3rd conv layers",,,,,,-1.500%,,,,80.00%,,,,,,,,,,,5.000,,
472,lempitsky-fast-convnets,ImageNet,CaffeNet,Fixed,"Table 1, Training with fixed sparsity patterns, accelerating 2nd and 3rd conv layers",,,,,,-1.540%,,,,88.00%,,,,,,,,,,,8.700,,
473,lempitsky-fast-convnets,ImageNet,CaffeNet,Fixed,"Table 1, Training with fixed sparsity patterns, accelerating 2nd and 3rd conv layers",,,,,,0.530%,,,,46.00%,,,,,,,,,,,1.900,,
476,lempitsky-fast-convnets,ImageNet,CaffeNet,Groupwise,"Table1, Group-wise sparsification + Fine-tuning, accelerating 2nd and 3rd conv layers",,,,,,-0.570%,,,,50.00%,,,,,,,,,,,2.000,,
475,lempitsky-fast-convnets,ImageNet,CaffeNet,Groupwise,"Table1, Group-wise sparsification + Fine-tuning, accelerating 2nd and 3rd conv layers",,,,,,-1.170%,,,,70.00%,,,,,,,,,,,3.330,,
477,lempitsky-fast-convnets,ImageNet,CaffeNet,Gradual,"Table 1, Gradual group-wise sparsification, accelerating 2nd and 3rd conv layers",,,,,,-1.040%,,,,88.00%,,,,,,,,,,,8.500,,
478,lempitsky-fast-convnets,ImageNet,CaffeNet,Fixed,"Table 1, Training with fixed sparsity patterns, accelerating all 5 conv layers",,,,,,-1.340%,,,,66.00%,,,,,,,,,,,3.000,,
479,lempitsky-fast-convnets,ImageNet,CaffeNet,Fixed,"Table 1, Training with fixed sparsity patterns, accelerating all 5 conv layers",,,,,,-1.430%,,,,69.00%,,,,,,,,,,,3.200,,
480,lempitsky-fast-convnets,ImageNet,CaffeNet,Fixed,"Table 1, Training with fixed sparsity patterns, accelerating 2nd and 3rd conv layers",,,,,,-0.360%,,,,65.00%,,,,,,,,,,,2.900,,
152,lempitsky-fast-convnets,ImageNet,VGG-19,,,,,,,,,,,,,,,,,,,,,,,,,
150,lempitsky-fast-convnets,MNIST,LeNet-5,,"seems to actually be lenet5 ""We trained the LeNet architecture on the MNIST dataset from random initialization""",,,,,,,,,,,,,,,,,,,,,,,
169,liu-sparse-conv,ImageNet,CaffeNet,,they just don't say what their accuracy is __NOTE__,,,,,,,,,,,,,,,,,,,,,,,
358,local-competition,CIFAR-10,conv64-64-fc384-192,,"""we employ a computationally light convolutional architecture proposed by Alex Krizhevsky, which we dub ConvNet. The architecture comprises two layers with 64 5x5 kernels (feature maps), followed by two dense layers with 384 and 192 units respectively.""

__NOTE__",,,,,,,,,,,,,,,,,,,,,,,
357,local-competition,MNIST,LeNet-5-Caffe,,,,,,,,,,,,,,,,,,,,,,,,,
356,local-competition,MNIST,LeNet-300-100,,,,,,,,,,,,,,,,,,,,,,,,,
73,lottery-ticket,CIFAR-10,Toy Convnets,,,,,,,,,,,,,,,,,,,,,,,,,
74,lottery-ticket,CIFAR-10,VGG-16-AvgPool,,,,,,,,,,,,,,,,,,,,,,,,,
72,lottery-ticket,MNIST,LeNet-300-100,,,,,,,,,,,,,,,,,,,,,,,,,
41,lottery-ticket-followup,CIFAR-10,ResNet-18,,,,,,,,,,,,,,,,,,,,,,,,,
40,lottery-ticket-followup,CIFAR-10,VGG-19,,,,,,,,,,,,,,,,,,,,,,,,,
43,lottery-ticket-followup,ImageNet,ResNet-50,,"using means from last row of table 10 (late resetting epoch=10). ""The original network reaches top-1 accuracy of 76.14±0.08%"".",,,,76.25%,,,,,,30.00%,,,,,76.14%,,,,,,,,
443,lottery-ticket-followup,ImageNet,ResNet-50,,"using means from last row of table 10 (late resetting epoch=10). ""The original network reaches top-1 accuracy of 76.14±0.08%"".",,,,76.16%,,,,,,50.00%,,,,,76.14%,,,,,,,,
444,lottery-ticket-followup,ImageNet,ResNet-50,,"using means from last row of table 10 (late resetting epoch=10). ""The original network reaches top-1 accuracy of 76.14±0.08%"".",,,,75.93%,,,,,,70.00%,,,,,76.14%,,,,,,,,
445,lottery-ticket-followup,ImageNet,ResNet-50,,"using means from last row of table 10 (late resetting epoch=10). ""The original network reaches top-1 accuracy of 76.14±0.08%"".",,,,75.54%,,,,,,80.00%,,,,,76.14%,,,,,,,,
446,lottery-ticket-followup,ImageNet,ResNet-50,,"using means from last row of table 10 (late resetting epoch=10). ""The original network reaches top-1 accuracy of 76.14±0.08%"".",,,,73.66%,,,,,,90.00%,,,,,76.14%,,,,,,,,
42,lottery-ticket-followup,MNIST,LeNet-5,,,,,,,,,,,,,,,,,,,,,,,,,
101,lstm-group-lasso,PTB,Custom stacked LSTMs,,they also compare to same arch trained from scratch and find that theirs works better,,,,,,,,,,,,,,,,,,,,,,,
100,lstm-group-lasso,SQuaD,BiDaF,,,,,,,,,,,,,,,,,,,,,,,,,
105,lstm-group-lasso,SQuaD,Variational RHN + WT,,,,,,,,,,,,,,,,,,,,,,,,,
338,memory-bounded-convnets,CIFAR-10,CIFAR-10 Quick,,,,,,,,,,,,,,,,,,,,,,,,,
339,memory-bounded-convnets,ImageNet,CaffeNet,,"called ""Caffe Version"" of alexnet in fig1; note that table on p1 is including sparsity overhead; had to do a bunch of math to determine nparams kept based on what they report on p8",,,,55.60%,,,80.40%,,8.7040,,14.00%,,,,57.28%,,80.44%,,,,,,
337,memory-bounded-convnets,MNIST,LeNet-5-Caffe,,"Probably lenet5-caffe but they just say lenet: ""We use as a target for our regularization the baseline networks provided with that distribution, Lenet [13] and CIFAR-10 Quick [22]."" plus earlier in the paragraph ""Our regularization updates were implemented as a modification to Caffe""",,,,,,,,,,,,,,,,,,,,,,,
49,mit-coreset-pruning,MNIST,Various FC Networks,,,,,,,,,,,,,,,,,,,,,,,,,
273,more-is-less,???,ResNet-20,,"table 4, explicitly says pre-activation ResNet-20; under ""Experiments on CIFAR-10 and CIFAR-100"", but unclear which one; err rates suggest cifar10
",,,,,,,,,,,,,,,,,,,,,,,
274,more-is-less,???,ResNet-32,,"table 4, under ""Experiments on CIFAR-10 and CIFAR-100"", but unclear which one; err rates suggest cifar10",,,,,,,,,,,,,,,,,,,,,,,
275,more-is-less,???,ResNet-44,,"table 4, under ""Experiments on CIFAR-10 and CIFAR-100"", but unclear which one; err rates suggest cifar10",,,,,,,,,,,,,,,,,,,,,,,
222,more-is-less,CIFAR-10,PreResNet-110,,table5; or at least they cite the 2016 resnet paper,,,,,,,,,,,,,,,,,,,,,,,
223,more-is-less,CIFAR-10,PreResNet-164,,table5; or at least they cite the 2016 resnet paper,,,,,,,,,,,,,,,,,,,,,,,
224,more-is-less,CIFAR-10,WRN-22-8,,,,,,,,,,,,,,,,,,,,,,,,,
225,more-is-less,CIFAR-10,WRN-28-2,,,,,,,,,,,,,,,,,,,,,,,,,
226,more-is-less,CIFAR-10,WRN-40-1,,,,,,,,,,,,,,,,,,,,,,,,,
227,more-is-less,CIFAR-10,WRN-40-2,,,,,,,,,,,,,,,,,,,,,,,,,
228,more-is-less,CIFAR-10,WRN-40-4,,,,,,,,,,,,,,,,,,,,,,,,,
229,more-is-less,CIFAR-10,WRN-52-1,,,,,,,,,,,,,,,,,,,,,,,,,
230,more-is-less,CIFAR-100,PreResNet-164,,or at least they cite the 2016 resnet paper,,,,,,,,,,,,,,,,,,,,,,,
231,more-is-less,CIFAR-100,WRN-16-4,,,,,,,,,,,,,,,,,,,,,,,,,
232,more-is-less,CIFAR-100,WRN-22-8,,,,,,,,,,,,,,,,,,,,,,,,,
233,more-is-less,CIFAR-100,WRN-40-1,,,,,,,,,,,,,,,,,,,,,,,,,
234,more-is-less,CIFAR-100,WRN-40-2,,,,,,,,,,,,,,,,,,,,,,,,,
235,more-is-less,CIFAR-100,WRN-40-4,,,,,,,,,,,,,,,,,,,,,,,,,
236,more-is-less,CIFAR-100,WRN-52-1,,,,,,,,,,,,,,,,,,,,,,,,,
237,more-is-less,ImageNet,ResNet-18,,"table 7; reports ""34.6%"" under ""Speed-up"" column, which seemingly means 1.346x",,33.67%,13.06%,,,,,,,,,,,,69.98%,,89.24%,,,,1.346,,
238,more-is-less,ImageNet,ResNet-34,,"table 7; reports ""24.8%"" under ""Speed-up"" column, which seemingly means 1.248x",,27.01%,8.81%,,,,,,,,,,,,73.42%,,91.36%,,,,1.248,,
158,net-surgery,ImageNet,CaffeNet,,"ambiguous if alexnet; "" all the reference models are trained by the GPU implementation of Caffe package [12] with .prototxt files provided by the community""

__NOTE__",,,,56.91%,,,80.01%,,3.4500,,,,,,56.58%,,,61.000,,,,,
164,net-surgery,MNIST,LeNet-5-Caffe,,"ambiguous if lenet5; "" all the reference models are trained by the GPU implementation of Caffe package [12] with .prototxt files provided by the community""",,,,,,,,,0.4310,,,,,,,,,,,,,,
163,net-surgery,MNIST,LeNet-300-100,,this one they say they implemented themselves,,,,,,,,,0.2670,,,,,,,,,,,,,,
117,net-trim,MNIST,???,,some CNN model they don't describe,,,,,,,,,,,,,,,,,,,,,,,
111,net-trim,MNIST,fc300-300,,trained on 10k examples,,,,,,,,,,,,,,,,,,,,,,,
114,net-trim,MNIST,fc300-300,,,,,,,,,,,,,,,,,,,,,,,,,
112,net-trim,MNIST,fc300-500-300,,trained on 30k examples,,,,,,,,,,,,,,,,,,,,,,,
115,net-trim,MNIST,fc300-500-300,,,,,,,,,,,,,,,,,,,,,,,,,
113,net-trim,MNIST,fc300-1000-300,,trained on 60k examples,,,,,,,,,,,,,,,,,,,,,,,
116,net-trim,MNIST,fc300-1000-300,,,,,,,,,,,,,,,,,,,,,,,,,
48,net-trim-v2,CIFAR-10,Net-Trim-ConvNet,,,,,,,,,,,,,,,,,,,,,,,,,
46,net-trim-v2,MNIST,fc1000-300-100,,,,,,,,,,,,,,,,,,,,,,,,,
47,net-trim-v2,MNIST,LeNet-5,,no mention of caffe so presumably this is actually lenet5; ,,,,,,,,,,,,,,,,,,,,,,,
161,net-trimming-apoz,ImageNet,VGG-16,,,,,,71.05%,,,90.30%,,,,,,,,68.36%,,88.44%,,,1.96,,,
398,net-trimming-apoz,ImageNet,VGG-16,,,,,,70.55%,,,90.03%,,,,,,,,68.36%,,88.44%,,,2.34,,,
399,net-trimming-apoz,ImageNet,VGG-16,,,,,,70.17%,,,89.69%,,,,,,,,68.36%,,88.44%,,,2.70,,,
400,net-trimming-apoz,ImageNet,VGG-16,,,,,,71.02%,,,90.30%,,,,,,,,68.36%,,88.44%,,,2.00,,,
401,net-trimming-apoz,ImageNet,VGG-16,,,,,,70.88%,,,90.04%,,,,,,,,68.36%,,88.44%,,,2.11,,,
160,net-trimming-apoz,MNIST,LeNet-5,,,,,,,,,,,,,,,,,,,,,,,,,
82,network-slimming,CIFAR-10,DenseNet-40,,,,,,,,,,,,,,,,,,,,,,,,,
56,network-slimming,CIFAR-10,PreResNet-164,,"“a 164-layer pre-activation ResNet with bottleneck structure (ResNet-164) [15] is used”; and yet at the start of sec 4.2 the cite [14], which is the original resnet paper

__NOTE__",,,,,,,,,,,,,,,,,,,,,,,
57,network-slimming,CIFAR-10,VGG-netslim,,"contradiction between paper and source code? See https://github.com/liuzhuang13/slimming/blob/master/models/vgg.lua; paper just says ""For our experiment a variation of the original VGGNet for CIFAR dataset is taken from [36]."" which is torch vgg16 for cifar10; but src code says: ""-- This is a modified version of VGG network in -- https://github.com/szagoruyko/cifar.torch -- Modifications: --  * removed dropout --  * last nn.Linear layers substituted with convolutional layers --    and avg-pooling""",,,,,,,,,,,,,,,,,,,,,,,
83,network-slimming,CIFAR-100,DenseNet-40,,,,,,,,,,,,,,,,,,,,,,,,,
81,network-slimming,CIFAR-100,PreResNet-164,,“a 164-layer pre-activation ResNet with bottleneck structure (ResNet-164) [15] is used”,,,,,,,,,,,,,,,,,,,,,,,
80,network-slimming,CIFAR-100,VGG-netslim,,,,,,,,,,,,,,,,,,,,,,,,,
55,network-slimming,ImageNet,VGG-A+BN-noDrop,,,,,,,,,,,,,,,,,,,,,,,,,
60,network-slimming,MNIST,fc500-300-100,,"""same fully connected network as [SSL paper]""",,,,,,,,,,,,,,,,,,,,,,,
84,network-slimming,SVHN,DenseNet-40,,,,,,,,,,,,,,,,,,,,,,,,,
59,network-slimming,SVHN,PreResNet-164,,“a 164-layer pre-activation ResNet with bottleneck structure (ResNet-164) [15] is used”,,,,,,,,,,,,,,,,,,,,,,,
58,network-slimming,SVHN,VGG-netslim,,,,,,,,,,,,,,,,,,,,,,,,,
198,nisp,CIFAR-10,Cifar-net,,,,,,,,,,,,,,,,,,,,,,,,,
203,nisp,CIFAR-10,ResNet-56,,table 1 p7,,,,,,-0.030%,,,,42.60%,,,43.61%,,,,,,,,,,
204,nisp,CIFAR-10,ResNet-110,,table 1 p7,,,,,,-0.180%,,,,43.25%,,,43.78%,,,,,,,,,,
199,nisp,ImageNet,AlexNet,,table 1 p7; probably actually caffenet,,,,,,,,-1.430%,,33.77%,,,67.85%,,,,,,,,,,
201,nisp,ImageNet,AlexNet,,table 1 p7; probably actually caffenet,,,,,,,,-0.970%,,1.96%,,,62.69%,,,,,,,,,,
410,nisp,ImageNet,AlexNet,,table 1 p7; probably actually caffenet,,,,,,,,-0.540%,,2.91%,,,53.70%,,,,,,,,,,
411,nisp,ImageNet,AlexNet,,table 1 p7; probably actually caffenet,,,,,,,,0.000%,,47.09%,,,40.12%,,,,,,,,,,
200,nisp,ImageNet,GoogLeNet,,table 1 p7,,,,,,,,-0.210%,,33.76%,,,58.34%,,,,,,,,,,
205,nisp,ImageNet,ResNet-34,,table 1 p7,,,,,,,,-0.280%,,27.14%,,,27.32%,,,,,,,,,,
412,nisp,ImageNet,ResNet-34,,table 1 p7,,,,,,,,-0.920%,,43.68%,,,43.76%,,,,,,,,,,
206,nisp,ImageNet,ResNet-50,,table 1 p7,,,,,,,,-0.210%,,27.12%,,,27.31%,,,,,,,,,,
413,nisp,ImageNet,ResNet-50,,table 1 p7,,,,,,,,-0.840%,,43.82%,,,44.01%,,,,,,,,,,
197,nisp,MNIST,LeNet-5,,,,,,,,,,,,,,,,,,,,,,,,,
243,nvidia-taylor-pruning,Flowers-102,CaffeNet,,,,,,,,,,,,,,,,,,,,,,,,,
244,nvidia-taylor-pruning,ImageNet,VGG-16,,,,,,,,,,,,,,,,,,,,,,,,,
245,nvidia-taylor-pruning,nvGesture,R3DCNN,,,,,,,,,,,,,,,,,,,,,,,,,
106,openai-block-sparse,???,PixelCNN++,,,,,,,,,,,,,,,,,,,,,,,,,
107,openai-block-sparse,Amazon Reviews,Small-World LSTM,,,,,,,,,,,,,,,,,,,,,,,,,
109,openai-block-sparse,IMDB,Small-World LSTM,,,,,,,,,,,,,,,,,,,,,,,,,
108,openai-block-sparse,Stanford Sentiment Treebank,Small-World LSTM,,,,,,,,,,,,,,,,,,,,,,,,,
110,openai-block-sparse,Yelp,Small-World LSTM,,,,,,,,,,,,,,,,,,,,,,,,,
175,optimal-brain-damage,1990 Handwritten Digits,???,,,,,,,,,,,,,,,,,,,,,,,,,
346,optimal-brain-surgeon,???,???,,"""a three-layer NETtalk network. While Sejnowski and Rosenberg [1] used 18,000 weights, we began with just 5,546 weights""",,,,,,,,,,,,,,,,,,,,,,,
343,optimal-brain-surgeon,MONK1,fc3,,,,,,,,,,,,,,,,,,,,,,,,,
344,optimal-brain-surgeon,MONK2,fc3,,,,,,,,,,,,,,,,,,,,,,,,,
345,optimal-brain-surgeon,MONK3,fc3,,,,,,,,,,,,,,,,,,,,,,,,,
332,pan-dropneuron,MNIST,autoenc-fc128-64-128,,,,,,,,,,,,,,,,,,,,,,,,,
333,pan-dropneuron,MNIST,LeNet-5,,,,,,,,,,,,,,,,,,,,,,,,,
68,pcas,CamVid,SegNet,,table2,,,,,,,,,,,,,,,,,,,,,,,
64,pcas,CIFAR-10,ResNet-56,,table1,,,,93.58%,,0.540%,,,0.3900,53.70%,,0.0560,54.80%,,,,,,,,,,
65,pcas,CIFAR-100,ResNet-50,,"table1; yes, seemingly contradicts their own originalMParams for this same model on ImageNet",,,,73.84%,,-0.620%,,,4.0200,76.50%,,0.4750,66.30%,,,,,,,,,,
67,pcas,ImageNet,ResNet-50,,"table1; yes, seemingly contradicts their own originalMParams for this same model on ImageNet",,,,72.68%,,-0.040%,91.09%,0.030%,12.4700,51.20%,,3.3400,56.70%,,,,,,,,,,
66,pcas,ImageNet,VGG-16,,table1,,,,69.41%,,1.000%,89.22%,0.850%,128.9500,6.80%,,8.5900,72.20%,,,,,,,,,,
378,pcas,ImageNet,VGG-16,,table1,,,,68.83%,,0.420%,88.82%,0.450%,128.0500,7.40%,,7.4900,75.80%,,,,,,,,,,
379,pcas,ImageNet,VGG-16,,table1,,,,68.18%,,-0.230%,88.39%,0.020%,127.2300,8.00%,,6.4500,79.20%,,,,,,,,,,
359,peng-collaborative,CIFAR-10,ResNet-56,CCP,,,,,,,-0.040%,,,,,,,47.00%,,93.50%,,,,,,,,
436,peng-collaborative,CIFAR-10,ResNet-56,CCP,,,,,,,-0.080%,,,,,,,52.60%,,93.50%,,,,,,,,
437,peng-collaborative,CIFAR-10,ResNet-56,CCP-AC,"""to provide a fair comparison, we introduce a variant of our CCP algorithm, where an auxiliary classifier is inserted into the intermediate layer^2"". Telling us about this in the results, and the ""fair"" is to provide an improvement, not handicap",,,,,,0.190%,,,,,,,47.00%,,93.50%,,,,,,,,
360,peng-collaborative,ImageNet,ResNet-50,CCP,,,,,,,-0.650%,,-0.250%,,,,,48.80%,,76.15%,,92.87%,,,,,,
434,peng-collaborative,ImageNet,ResNet-50,CCP,,,,,,,-0.940%,,-0.450%,,,,,54.10%,,76.15%,,92.87%,,,,,,
435,peng-collaborative,ImageNet,ResNet-50,CCP-AC,,,,,,,-0.830%,,-0.330%,,,,,54.10%,,76.15%,,92.87%,,,,,,
240,perforated-cnns,CIFAR-10,NIN,,,,,,,,,,,,,,,,,,,,,,,,,
241,perforated-cnns,ImageNet,AlexNet,,,,,,,,,,-2.300%,,,,,,,,,80.40%,,0.500,,2.100,,
414,perforated-cnns,ImageNet,AlexNet,,,,,,,,,,-6.100%,,,,,,,,,80.40%,,0.500,,3.500,,
415,perforated-cnns,ImageNet,AlexNet,,,,,,,,,,-6.200%,,,,,,,,,80.40%,,0.500,,3.400,,
416,perforated-cnns,ImageNet,AlexNet,,,,,,,,,,-9.900%,,,,,,,,,80.40%,,0.500,,4.400,,
417,perforated-cnns,ImageNet,AlexNet,,,,,,,,,,-2.000%,,,,,,,,,80.40%,,0.500,,2.000,,
418,perforated-cnns,ImageNet,AlexNet,,,,,,,,,,-3.200%,,,,,,,,,80.40%,,0.500,,2.600,,
242,perforated-cnns,ImageNet,VGG-16,,,,,,,,,,-1.100%,,,,,,,,,89.90%,,15.000,,1.800,,
419,perforated-cnns,ImageNet,VGG-16,,,,,,,,,,-3.700%,,,,,,,,,89.90%,,15.000,,2.900,,
420,perforated-cnns,ImageNet,VGG-16,,,,,,,,,,-7.300%,,,,,,,,,89.90%,,15.000,,4.700,,
421,perforated-cnns,ImageNet,VGG-16,,,,,,,,,,-5.500%,,,,,,,,,89.90%,,15.000,,4.000,,
422,perforated-cnns,ImageNet,VGG-16,,,,,,,,,,-6.800%,,,,,,,,,89.90%,,15.000,,2.800,,
423,perforated-cnns,ImageNet,VGG-16,,,,,,,,,,-2.500%,,,,,,,,,89.90%,,15.000,,1.900,,
142,pruning-filters,CIFAR-10,ResNet-56,,,,6.90%,,,,,,,0.7700,,,0.1120,,,93.04%,,,0.850,0.125,,,,
494,pruning-filters,CIFAR-10,ResNet-56,,,,6.94%,,,,,,,0.7300,,,0.0910,,,93.04%,,,0.850,0.125,,,,
143,pruning-filters,CIFAR-10,ResNet-110,,,,6.45%,,,,,,,1.6800,,,0.2130,,,93.53%,,,1.720,0.253,,,,
495,pruning-filters,CIFAR-10,ResNet-110,,,,6.70%,,,,,,,1.1600,,,0.1550,,,93.53%,,,1.720,0.253,,,,
141,pruning-filters,CIFAR-10,VGG-Torch-CIFAR10,,"Unsure what to make of this. ""We use the model described in Zagoruyko (2015) but add Batch Normalization (Ioffe & Szegedy (2015)"", but this model already has batchnorm.... Also dai-info-bottleneck says their model is original VGG with just smaller fc layers, plus they also ""further remove one additional fully-connected layer"". No src code available so unclear what they did",,6.60%,,,,,,,5.4000,,,0.2060,,,93.25%,,,15.000,0.313,,,,
145,pruning-filters,ImageNet,ResNet-34,,,,27.44%,,,,,,,19.9000,,,3.0800,,,73.23%,,,21.600,3.640,,,,
496,pruning-filters,ImageNet,ResNet-34,,,,27.83%,,,,,,,19.3000,,,2.7600,,,73.23%,,,21.600,3.640,,,,
497,pruning-filters,ImageNet,ResNet-34,,,,27.52%,,,,,,,20.1000,,,3.3700,,,73.23%,,,21.600,3.640,,,,
37,rethinking-net-pruning,CIFAR-10,???,,"table 8, vs lottery ticket. They use same ""VGG-16"" model as lottery ticket open review submission, but that paper says at the very end of the paper in ""Appendix H: EXPERIMENT DETAILS FOR VGG16 AND VGG19 ON CIFAR10"" that ""The versions use were modified by Anonymous (2019b) for CIFAR10"", where that reference is the OpenReview version of rethinking-net-pruning, which doesn't (including in that version) seem to uniquely point to a particular network (though maybe src code would disambiguate?)",,,,,,,,,,,,,,,,,,,,,,,
28,rethinking-net-pruning,CIFAR-10,DenseNet-40,,"table4, vs slimming",,,,,,,,,,,,,,,,,,,,,,,
34,rethinking-net-pruning,CIFAR-10,DenseNet-BC-100,,"table6, vs han",,,,,,,,,,,,,,,,,,,,,,,
33,rethinking-net-pruning,CIFAR-10,PreResNet-110,,"table6, vs han",,,,,,,,,,,,,,,,,,,,,,,
27,rethinking-net-pruning,CIFAR-10,PreResNet-164,,"table4, vs slimming",,,,,,,,,,,,,,,,,,,,,,,
21,rethinking-net-pruning,CIFAR-10,ResNet-56,Scratch-B,"table1, vs Li et al",,,,93.09%,,,,,0.7700,,,0.1120,,,93.14%,,,,,,,,
38,rethinking-net-pruning,CIFAR-10,ResNet-56,,"table 8, vs ticket; don't think it makes sense to include this table in comparative results since it's more of an ablation study and doesn't use scratch-b",,,,,,,,,,,,,,,93.14%,,,,,,,,
531,rethinking-net-pruning,CIFAR-10,ResNet-56,Scratch-B,"table1, vs Li et al",,,,93.05%,,,,,0.7300,,,0.0910,,,93.14%,,,,,,,,
22,rethinking-net-pruning,CIFAR-10,ResNet-110,Scratch-B,"table1, vs Li et al",,,,93.22%,,,,,1.6800,,,0.2130,,,93.14%,,,,,,,,
39,rethinking-net-pruning,CIFAR-10,ResNet-110,,"table 8, vs ticket; don't think it makes sense to include this table in comparative results since it's more of an ablation study and doesn't use scratch-b",,,,,,,,,,,,,,,,,,,,,,,
532,rethinking-net-pruning,CIFAR-10,ResNet-110,Scratch-B,"table1, vs Li et al",,,,93.60%,,,,,1.1600,,,0.1550,,,93.14%,,,,,,,,
26,rethinking-net-pruning,CIFAR-10,VGG-19,,"table4, vs slimming",,,,,,,,,,,,,,,,,,,,,,,
20,rethinking-net-pruning,CIFAR-10,VGG-Torch-CIFAR10,Scratch-B,"table1, vs Li et al",,,,93.78%,,,,,5.4000,,,0.2060,,,,,,,,,,,
31,rethinking-net-pruning,CIFAR-100,DenseNet-40,,"table4, vs slimming",,,,,,,,,,,,,,,,,,,,,,,
36,rethinking-net-pruning,CIFAR-100,DenseNet-BC-100,,"table6, vs han",,,,,,,,,,,,,,,,,,,,,,,
35,rethinking-net-pruning,CIFAR-100,PreResNet-110,,"table6, vs han",,,,,,,,,,,,,,,,,,,,,,,
30,rethinking-net-pruning,CIFAR-100,PreResNet-164,,"table4, vs slimming",,,,,,,,,,,,,,,,,,,,,,,
29,rethinking-net-pruning,CIFAR-100,VGG-19,,"table4, vs slimming",,,,,,,,,,,,,,,,,,,,,,,
23,rethinking-net-pruning,ImageNet,ResNet-34,Scratch-B,"table1, vs Li et al",,,,73.03%,,,,,19.9000,,,3.0800,,,73.31%,,,,,,,,
533,rethinking-net-pruning,ImageNet,ResNet-34,Scratch-B,"table1, vs Li et al",,,,72.91%,,,,,19.3000,,,2.7600,,,,,,,,,,,
25,rethinking-net-pruning,ImageNet,ResNet-50,Scratch-B,"table2, vs thinet (scratch-b)",,,,,,-1.010%,,,16.9400,,,4.8800,,,76.13%,,,,,,,,
440,rethinking-net-pruning,ImageNet,ResNet-50,Scratch-B,"table2, vs thinet (scratch-b)",,,,,,-2.230%,,,12.3800,,,3.4100,,,76.13%,,,,,,,,
441,rethinking-net-pruning,ImageNet,ResNet-50,Scratch-B,"table2, vs thinet (scratch-b)",,,,,,-4.560%,,,8.6600,,,2.2000,,,76.13%,,,,,,,,
536,rethinking-net-pruning,ImageNet,ResNet-50,Scratch-B,"table3, vs accel-very-deep",,,,,,-1.070%,,,,,,,,,76.13%,,,,,,2.000,,
537,rethinking-net-pruning,ImageNet,ResNet-50,Scratch-B,"table5, vs sss",,,,76.17%,,,,,25.3000,,,3.4730,,,76.12%,,,,,,,,
538,rethinking-net-pruning,ImageNet,ResNet-50,Scratch-B,"table5, vs sss",,,,74.67%,,,,,18.6000,,,2.8180,,,76.12%,,,,,,,,
539,rethinking-net-pruning,ImageNet,ResNet-50,Scratch-B,"table5, vs sss",,,,73.41%,,,,,15.6000,,,2.3290,,,76.12%,,,,,,,,
586,rethinking-net-pruning,ImageNet,ResNet-50,Scratch-B,"table6, vs han",,,,75.70%,,,,,,30.00%,,,,,76.15%,,,,,,,,
587,rethinking-net-pruning,ImageNet,ResNet-50,Scratch-B,"table6, vs han",,,,74.91%,,,,,,60.00%,,,,,76.15%,,,,,,,,
592,rethinking-net-pruning,ImageNet,ResNet-50,Magnitude,"table6, impl of han",,,,76.06%,,,,,,30.00%,,,,,76.15%,,,,,,,,
593,rethinking-net-pruning,ImageNet,ResNet-50,Magnitude,"table6, impl of han",,,,76.09%,,,,,,60.00%,,,,,76.15%,,,,,,,,
24,rethinking-net-pruning,ImageNet,VGG-16,Scratch-B,"table2, vs thinet",,,,,,0.210%,,,131.4400,,,9.5800,,,71.51%,,,,,,,,
